Dataset,Tissue,Cell Type,GENE,log2FC,P Value
Liao M. (BALF),Lung,Epithelial cells,MAL2,-7.33049395925037,8.8058089782699e-40
Liao M. (BALF),Lung,Epithelial cells,CD24,-9.2082646488779,1.57468283407595e-39
Liao M. (BALF),Lung,Epithelial cells,WFDC2,-11.4594498748353,4.7978222201364e-38
Liao M. (BALF),Lung,Epithelial cells,ADGRF1,-6.49194136074412,1.10335041500638e-37
Liao M. (BALF),Lung,Epithelial cells,MUC1,-6.89992473616685,1.46345546775911e-37
Liao M. (BALF),Lung,Epithelial cells,KRT6A,-6.51961199017019,3.35371471328991e-37
Liao M. (BALF),Lung,Epithelial cells,SCGB1A1,-11.2741928987044,1.90952618222715e-36
Liao M. (BALF),Lung,Epithelial cells,F3,-7.83337023519578,4.00998688657341e-36
Liao M. (BALF),Lung,Epithelial cells,S100P,-9.02215934010005,7.29026009709096e-36
Liao M. (BALF),Lung,Epithelial cells,MALL,-6.2450237429244,1.06794417912579e-35
Liao M. (BALF),Lung,Epithelial cells,IGFBP3,-7.30544779808701,2.73516011699869e-35
Liao M. (BALF),Lung,Epithelial cells,LY6D,-6.63195615644086,5.5426283484566e-35
Liao M. (BALF),Lung,Epithelial cells,SLPI,-10.1192597401419,1.33729009619231e-33
Liao M. (BALF),Lung,Epithelial cells,CLDN4,-9.90990656063136,1.81176263410633e-32
Liao M. (BALF),Lung,Epithelial cells,TSPAN1,-8.30888260133304,4.58199788922337e-32
Liao M. (BALF),Lung,Epithelial cells,S100A14,-7.73825167348608,4.63415989082661e-32
Liao M. (BALF),Lung,Epithelial cells,BPIFB1,-10.5516271936141,1.70771300218193e-31
Liao M. (BALF),Lung,Epithelial cells,FXYD3,-7.28907022058991,3.45559512074441e-30
Liao M. (BALF),Lung,Epithelial cells,AQP5,-7.89346640687634,1.62007303198569e-28
Liao M. (BALF),Lung,Epithelial cells,CEACAM6,-7.45322456759639,1.71828379389234e-24
Liao M. (BALF),Lung,Epithelial cells,CCDC30,3.40998578027275,2.22484264655593e-24
Liao M. (BALF),Lung,Epithelial cells,SERPINB3,-8.2038520552936,1.00473548040076e-23
Liao M. (BALF),Lung,Epithelial cells,SCGB3A1,-8.43554612165631,6.18388074462554e-23
Liao M. (BALF),Lung,Epithelial cells,KRT23,-6.09441104922534,7.14910379507797e-23
Liao M. (BALF),Lung,Epithelial cells,RRAD,5.76777167717626,1.35811270506168e-22
Liao M. (BALF),Lung,Epithelial cells,LRRC23,3.69251843546183,6.8434330326677e-22
Liao M. (BALF),Lung,Epithelial cells,CEP126,3.75487194223317,1.04406219507873e-21
Liao M. (BALF),Lung,Epithelial cells,MUC5AC,-7.48476059303565,3.05310034193777e-21
Liao M. (BALF),Lung,Epithelial cells,MUC4,-6.70434204628989,3.20577261555766e-21
Liao M. (BALF),Lung,Epithelial cells,DRC3,5.31291057310197,7.00207489220725e-21
Liao M. (BALF),Lung,Epithelial cells,TFF3,-7.06836887285304,2.99990146171507e-20
Liao M. (BALF),Lung,Epithelial cells,DYNLRB2,5.99882859721176,1.29321405951187e-19
Liao M. (BALF),Lung,Epithelial cells,PRSS23,-6.45047032245162,1.9858792002902e-19
Liao M. (BALF),Lung,Epithelial cells,FAM183A,6.81073919434219,3.20942839689626e-19
Liao M. (BALF),Lung,Epithelial cells,CFAP73,3.83390664440718,4.32247345874189e-19
Liao M. (BALF),Lung,Epithelial cells,TEKT2,3.91943166528093,5.17707210682706e-19
Liao M. (BALF),Lung,Epithelial cells,RP1,3.28307398221018,1.69986542013747e-18
Liao M. (BALF),Lung,Epithelial cells,SYT8,3.87193351143074,5.93704114069346e-18
Liao M. (BALF),Lung,Epithelial cells,WDR38,4.70119398009973,6.91228094911902e-18
Liao M. (BALF),Lung,Epithelial cells,C4orf47,3.49021817870484,1.01959641814467e-17
Liao M. (BALF),Lung,Epithelial cells,CCDC40,3.57285852811958,1.08768587572274e-17
Liao M. (BALF),Lung,Epithelial cells,KRT18,-6.37703140247417,1.35194603490552e-17
Liao M. (BALF),Lung,Epithelial cells,LRRC74B,3.50341921943666,1.55717843869014e-17
Liao M. (BALF),Lung,Epithelial cells,CFAP53,4.35452555705946,2.58278341332903e-17
Liao M. (BALF),Lung,Epithelial cells,DNAH9,4.11983186281004,4.52482068504963e-17
Liao M. (BALF),Lung,Epithelial cells,SPAG17,4.05698986319163,4.70379785834482e-17
Liao M. (BALF),Lung,Epithelial cells,CFAP157,6.35026388131634,5.27883420767453e-17
Liao M. (BALF),Lung,Epithelial cells,DNAH12,4.59752584734693,5.39356833980426e-17
Liao M. (BALF),Lung,Epithelial cells,CCDC33,3.73363335993117,1.45285323012594e-16
Liao M. (BALF),Lung,Epithelial cells,C1orf189,3.59671025135925,1.87783319558559e-16
Liao M. (BALF),Lung,Epithelial cells,TCTEX1D4,3.57635380909359,2.92691257623081e-16
Liao M. (BALF),Lung,Epithelial cells,HYDIN,3.77606863992906,8.00851949621665e-16
Liao M. (BALF),Lung,Epithelial cells,VWA3A,3.68244856647297,8.24556411311681e-16
Liao M. (BALF),Lung,Epithelial cells,CFAP45,3.81855981796782,1.86472302416443e-15
Liao M. (BALF),Lung,Epithelial cells,C11orf88,4.69451869645817,8.6793613132262e-15
Liao M. (BALF),Lung,Epithelial cells,FOXJ1,5.1667749363497,8.87992362075281e-15
Liao M. (BALF),Lung,Epithelial cells,LRRC46,4.5179245839759,1.30490469883654e-14
Liao M. (BALF),Lung,Epithelial cells,ZMYND10,4.78814993493859,2.30680007776159e-14
Liao M. (BALF),Lung,Epithelial cells,LRRIQ1,4.76597146004138,3.61529611273782e-14
Liao M. (BALF),Lung,Epithelial cells,TEKT1,3.81413262678835,4.32731272353475e-14
Liao M. (BALF),Lung,Epithelial cells,LCN2,-7.10666502658779,4.86488481290798e-14
Liao M. (BALF),Lung,Epithelial cells,DRC1,3.41470263792291,8.31617365095456e-14
Liao M. (BALF),Lung,Epithelial cells,CFAP43,3.88875964944446,1.00063809564289e-13
Liao M. (BALF),Lung,Epithelial cells,TUBA4B,3.68199787662692,2.08218778942071e-13
Liao M. (BALF),Lung,Epithelial cells,SRGAP3-AS2,3.32388442930386,6.37633324250425e-13
Liao M. (BALF),Lung,Epithelial cells,C20orf85,6.16019541760309,6.82450514423173e-13
Liao M. (BALF),Lung,Epithelial cells,DNAH11,3.90396223973721,9.80684402460236e-13
Liao M. (BALF),Lung,Epithelial cells,C1orf194,5.17970043264896,1.55402259570743e-12
Liao M. (BALF),Lung,Epithelial cells,CCDC78,4.57646152846593,2.2938728505576e-12
Liao M. (BALF),Lung,Epithelial cells,CAPS,5.52090979805009,3.63189995419048e-12
Liao M. (BALF),Lung,Epithelial cells,DNAAF1,3.97214745100867,3.27779055149346e-11
Liao M. (BALF),Lung,Epithelial cells,SAXO2,3.63420999353638,4.0593895166351e-11
Liao M. (BALF),Lung,Epithelial cells,LDLRAD1,3.76837451302404,6.31013035794056e-11
Liao M. (BALF),Lung,Epithelial cells,RSPH1,4.79155706757787,3.11430996742474e-10
Liao M. (BALF),Lung,Epithelial cells,AL357093.2,3.67960039223498,3.6916200469095e-10
Liao M. (BALF),Lung,Epithelial cells,C9orf24,4.92544132793782,3.94924935549354e-10
Liao M. (BALF),Lung,Epithelial cells,C9orf116,3.90558167766907,3.85225538396698e-09
Liao M. (BALF),Lung,Epithelial cells,SNTN,3.5894240033228,3.91848488155442e-08
Liao M. (BALF),Lung,Epithelial cells,DNALI1,3.31184815060023,1.12225430718081e-07
Liao M. (BALF),Lung,Epithelial cells,C5orf49,3.264433922621,1.62765326026574e-07
Liao M. (BALF),Lung,Macrophage,ALOX5AP,-2.8757307569813,0.0
Liao M. (BALF),Lung,Macrophage,APOBEC3A,3.44674030667401,0.0
Liao M. (BALF),Lung,Macrophage,APOC1,-9.5464226965159,0.0
Liao M. (BALF),Lung,Macrophage,APOE,-5.13161317735641,0.0
Liao M. (BALF),Lung,Macrophage,C15orf48,2.37028519766036,0.0
Liao M. (BALF),Lung,Macrophage,C1QA,-4.55995363407559,0.0
Liao M. (BALF),Lung,Macrophage,C1QB,-4.4010936837786,0.0
Liao M. (BALF),Lung,Macrophage,CCL2,10.2835174042466,0.0
Liao M. (BALF),Lung,Macrophage,CCL3,4.37982465756419,0.0
Liao M. (BALF),Lung,Macrophage,CCL3L1,4.83349860644002,0.0
Liao M. (BALF),Lung,Macrophage,CCL4,5.15483507927599,0.0
Liao M. (BALF),Lung,Macrophage,CCL4L2,5.43151241447429,0.0
Liao M. (BALF),Lung,Macrophage,CCL7,4.50450789065397,0.0
Liao M. (BALF),Lung,Macrophage,CCL8,8.16221264242523,0.0
Liao M. (BALF),Lung,Macrophage,CD52,-2.91707840606564,0.0
Liao M. (BALF),Lung,Macrophage,CRIP1,-3.40910914234319,0.0
Liao M. (BALF),Lung,Macrophage,CSTA,-2.22183613775128,0.0
Liao M. (BALF),Lung,Macrophage,CTSL,3.69547561351832,0.0
Liao M. (BALF),Lung,Macrophage,CXCL10,8.84855250742595,0.0
Liao M. (BALF),Lung,Macrophage,CXCL11,3.4699126944469,0.0
Liao M. (BALF),Lung,Macrophage,DEFB1,2.33457122363835,0.0
Liao M. (BALF),Lung,Macrophage,FABP4,-7.49415412495036,0.0
Liao M. (BALF),Lung,Macrophage,GCHFR,-2.14776717138331,0.0
Liao M. (BALF),Lung,Macrophage,HLA-DPB1,-2.00455106084051,0.0
Liao M. (BALF),Lung,Macrophage,HLA-DQA1,-2.22664672974843,0.0
Liao M. (BALF),Lung,Macrophage,HLA-DQB1,-2.48768722337087,0.0
Liao M. (BALF),Lung,Macrophage,HLA-DRA,-4.9450228536592,0.0
Liao M. (BALF),Lung,Macrophage,HLA-DRB1,-3.56142750355213,0.0
Liao M. (BALF),Lung,Macrophage,IDO1,2.96575006450319,0.0
Liao M. (BALF),Lung,Macrophage,IFI27,3.02423910513817,0.0
Liao M. (BALF),Lung,Macrophage,IFIT1,2.3846876820193,0.0
Liao M. (BALF),Lung,Macrophage,IFIT2,2.94378035051757,0.0
Liao M. (BALF),Lung,Macrophage,IFIT3,2.52128057416068,0.0
Liao M. (BALF),Lung,Macrophage,IFITM3,3.45319958326914,0.0
Liao M. (BALF),Lung,Macrophage,IL1RN,3.79162251681468,0.0
Liao M. (BALF),Lung,Macrophage,ISG15,3.5768310627019,0.0
Liao M. (BALF),Lung,Macrophage,LYZ,-5.11405932623516,0.0
Liao M. (BALF),Lung,Macrophage,MARCO,-2.9845477037926,0.0
Liao M. (BALF),Lung,Macrophage,MCEMP1,-2.30741035553915,0.0
Liao M. (BALF),Lung,Macrophage,MT-ATP8,2.4219088439154,0.0
Liao M. (BALF),Lung,Macrophage,MT2A,2.59136503263124,0.0
Liao M. (BALF),Lung,Macrophage,NUPR1,-2.69989030717321,0.0
Liao M. (BALF),Lung,Macrophage,RBP4,-2.03608329815108,0.0
Liao M. (BALF),Lung,Macrophage,RETN,-3.58170294553895,0.0
Liao M. (BALF),Lung,Macrophage,RPL13A,-2.29645195582627,0.0
Liao M. (BALF),Lung,Macrophage,RPL17,-2.12625265767387,0.0
Liao M. (BALF),Lung,Macrophage,RPL21,-2.37218738883327,0.0
Liao M. (BALF),Lung,Macrophage,RPL27A,-2.37706778905289,0.0
Liao M. (BALF),Lung,Macrophage,RPS10,-2.70939919454312,0.0
Liao M. (BALF),Lung,Macrophage,RPS17,-2.84810919933458,0.0
Liao M. (BALF),Lung,Macrophage,RPS20,-2.59383526110192,0.0
Liao M. (BALF),Lung,Macrophage,RSAD2,3.48310909647059,0.0
Liao M. (BALF),Lung,Macrophage,S100A8,3.34859673530418,0.0
Liao M. (BALF),Lung,Macrophage,SAT1,3.18443862438598,0.0
Liao M. (BALF),Lung,Macrophage,SOD2,2.49567822266924,0.0
Liao M. (BALF),Lung,Macrophage,SPP1,5.67015637720499,0.0
Liao M. (BALF),Lung,Macrophage,TMSB4X,-2.77214018764688,0.0
Liao M. (BALF),Lung,Macrophage,TNFSF10,2.88440892829502,0.0
Liao M. (BALF),Lung,Myeloid dendritic cells,RPS10,-3.40424601890425,5.03615716625989e-105
Liao M. (BALF),Lung,Myeloid dendritic cells,FCER1A,-15.0146963544207,6.09332379520541e-55
Liao M. (BALF),Lung,Myeloid dendritic cells,CD1E,-14.2192237865531,1.20444250227949e-52
Liao M. (BALF),Lung,Myeloid dendritic cells,CLEC10A,-6.83479052253578,1.4112227367001e-49
Liao M. (BALF),Lung,Myeloid dendritic cells,CLEC5A,-2.53301488543937,6.07097645568573e-47
Liao M. (BALF),Lung,Myeloid dendritic cells,CD1A,-11.2834313227077,3.5578994441411e-41
Liao M. (BALF),Lung,Myeloid dendritic cells,MS4A6A,-3.58661848621301,4.26538983833878e-41
Liao M. (BALF),Lung,Myeloid dendritic cells,HLA-DRA,-3.48434793362568,7.5395179592811e-40
Liao M. (BALF),Lung,Myeloid dendritic cells,CCR7,9.63943795609648,3.00896329721359e-36
Liao M. (BALF),Lung,Myeloid dendritic cells,FCGR2B,-4.09206020538969,3.67372344446406e-35
Liao M. (BALF),Lung,Myeloid dendritic cells,TSPAN13,8.73494902523411,1.029908713686e-34
Liao M. (BALF),Lung,Myeloid dendritic cells,FILIP1L,-3.25987217549901,2.46835371391642e-34
Liao M. (BALF),Lung,Myeloid dendritic cells,CD1C,-11.9524730904216,1.58265401300171e-33
Liao M. (BALF),Lung,Myeloid dendritic cells,NDRG2,-4.39275021606295,5.62792391558229e-32
Liao M. (BALF),Lung,Myeloid dendritic cells,CLDN1,-3.68779270142811,3.12220743422272e-30
Liao M. (BALF),Lung,Myeloid dendritic cells,CLEC4F,-8.29225582925514,4.70443811357163e-30
Liao M. (BALF),Lung,Myeloid dendritic cells,TXN,4.21597866256513,3.91107781989376e-29
Liao M. (BALF),Lung,Myeloid dendritic cells,LTC4S,-4.90174117058295,5.53457845331196e-29
Liao M. (BALF),Lung,Myeloid dendritic cells,CD74,3.85611931985571,8.28127873086038e-29
Liao M. (BALF),Lung,Myeloid dendritic cells,IGKC,3.88562488439905,1.54335649308195e-28
Liao M. (BALF),Lung,Myeloid dendritic cells,FGL2,-2.45897345400147,6.50291745435794e-24
Liao M. (BALF),Lung,Myeloid dendritic cells,S100B,-7.99652279978711,1.67734498376079e-23
Liao M. (BALF),Lung,Myeloid dendritic cells,IRF8,4.07527820040268,2.90300298937853e-23
Liao M. (BALF),Lung,Myeloid dendritic cells,SCT,6.63311399197131,5.68295186779903e-22
Liao M. (BALF),Lung,Myeloid dendritic cells,LAMP3,5.29116986550206,3.30317157058144e-21
Liao M. (BALF),Lung,Myeloid dendritic cells,LILRA4,6.97083629371158,1.5377415360278e-20
Liao M. (BALF),Lung,Myeloid dendritic cells,IDO1,4.58335056636048,1.53970831597789e-20
Liao M. (BALF),Lung,Myeloid dendritic cells,NR4A3,4.35630501237463,1.59010780359386e-19
Liao M. (BALF),Lung,Myeloid dendritic cells,JCHAIN,6.38742680470679,1.88454247282061e-19
Liao M. (BALF),Lung,Myeloid dendritic cells,GZMB,4.42674561086805,2.65918237524221e-19
Liao M. (BALF),Lung,Myeloid dendritic cells,CD1B,-3.92677945331919,5.29113953315332e-19
Liao M. (BALF),Lung,Myeloid dendritic cells,AL138899.1,-4.86290784280261,7.3838135426645e-19
Liao M. (BALF),Lung,Myeloid dendritic cells,MAP1A,4.91208475867327,7.75280541557652e-19
Liao M. (BALF),Lung,Myeloid dendritic cells,BIRC3,4.9189273011209,1.1335077077964e-17
Liao M. (BALF),Lung,Myeloid dendritic cells,PKIB,-4.18012016505948,9.96787330633115e-16
Liao M. (BALF),Lung,Myeloid dendritic cells,SPIB,4.64652679521613,1.09817185360445e-14
Liao M. (BALF),Lung,Myeloid dendritic cells,TCF4,4.06244395862928,2.48700449223284e-14
Liao M. (BALF),Lung,Myeloid dendritic cells,CCL17,-6.67113065286286,7.95103514674495e-14
Liao M. (BALF),Lung,Myeloid dendritic cells,PTPRS,3.83710040878599,6.22059251094689e-13
Liao M. (BALF),Lung,Myeloid dendritic cells,PLD4,6.24361654195105,1.81703199841973e-12
Liao M. (BALF),Lung,Myeloid dendritic cells,CLEC4C,4.37851227185713,5.19918203580172e-12
Liao M. (BALF),Lung,Myeloid dendritic cells,CST7,4.74571156131864,6.08464066327859e-11
Liao M. (BALF),Lung,Myeloid dendritic cells,PPP1R14A,4.51869141654999,6.85070267112211e-09
Liao M. (BALF),Lung,Myeloid dendritic cells,FSCN1,3.92968372964994,6.84232547667225e-08
Liao M. (BALF),Lung,Myeloid dendritic cells,CD207,-3.48439484973403,1.0075239518316e-07
Liao M. (BALF),Lung,Myeloid dendritic cells,CCR6,-2.84488730162812,1.05731092235018e-07
Liao M. (BALF),Lung,Myeloid dendritic cells,CTTNBP2,-2.42499693879389,1.04713201755323e-06
Liao M. (BALF),Lung,Myeloid dendritic cells,CD79A,4.22083376546583,2.96249050057623e-06
Liao M. (BALF),Lung,Natural killer & T cells,MT-ATP6,-1.44344116726632,0.0
Liao M. (BALF),Lung,Natural killer & T cells,MT-ATP8,3.56685102408424,0.0
Liao M. (BALF),Lung,Natural killer & T cells,RPL36A,-1.04819289750188,2.97316739764829e-281
Liao M. (BALF),Lung,Natural killer & T cells,RPS10,-1.31005331494084,1.67415464966032e-259
Liao M. (BALF),Lung,Natural killer & T cells,IGLV3-19,-1.78278341140428,5.56027673352439e-243
Liao M. (BALF),Lung,Natural killer & T cells,TNFSF10,1.49418786064376,8.07773645153451e-182
Liao M. (BALF),Lung,Natural killer & T cells,KLF2,-2.29561980984641,1.18344132142577e-148
Liao M. (BALF),Lung,Natural killer & T cells,IFITM1,2.05161606459105,1.28145401437467e-114
Liao M. (BALF),Lung,Natural killer & T cells,MTRNR2L12,-3.15717819793192,8.23777403544962e-114
Liao M. (BALF),Lung,Natural killer & T cells,TSC22D3,-1.44575760446427,2.88003448738355e-105
Liao M. (BALF),Lung,Natural killer & T cells,CHST12,1.4518675982186,3.35632914836938e-102
Liao M. (BALF),Lung,Natural killer & T cells,FASLG,2.38329556220877,4.53326046154551e-99
Liao M. (BALF),Lung,Natural killer & T cells,CTSW,3.10643142328426,1.03653561263402e-95
Liao M. (BALF),Lung,Natural killer & T cells,PTPRCAP,2.37735684200427,7.11754365677334e-95
Liao M. (BALF),Lung,Natural killer & T cells,GIMAP7,2.38225898121665,2.35236397037039e-78
Liao M. (BALF),Lung,Natural killer & T cells,HIST1H4C,1.42466322647171,6.16269085344292e-73
Liao M. (BALF),Lung,Natural killer & T cells,XCL1,3.05354067968876,6.75864187452854e-64
Liao M. (BALF),Lung,Natural killer & T cells,GPR25,1.87152123111153,4.07746564971789e-62
Liao M. (BALF),Lung,Natural killer & T cells,CXCR4,-1.36265530452031,2.52712168929253e-56
Liao M. (BALF),Lung,Natural killer & T cells,TIMD4,-1.83623318678593,8.72173484958237e-55
Liao M. (BALF),Lung,Natural killer & T cells,SOCS2,-1.40985426087224,5.79266712561407e-53
Liao M. (BALF),Lung,Natural killer & T cells,IL7R,-3.41885293962915,3.69299095125547e-52
Liao M. (BALF),Lung,Natural killer & T cells,CLDND1,-1.06683335993834,2.4671370990593e-48
Liao M. (BALF),Lung,Natural killer & T cells,ETS1,-1.34715200541473,1.86171835821358e-42
Liao M. (BALF),Lung,Natural killer & T cells,ZNF683,2.30198450843464,3.79777404063599e-37
Liao M. (BALF),Lung,Natural killer & T cells,TRBC1,-1.37665667021973,2.45293645512052e-35
Liao M. (BALF),Lung,Natural killer & T cells,CXCR6,2.08514968861948,2.65530940969943e-35
Liao M. (BALF),Lung,Natural killer & T cells,CD3E,1.36275270129291,3.72879804267124e-35
Liao M. (BALF),Lung,Natural killer & T cells,CCL4L2,1.41146046890127,9.927751514045e-35
Liao M. (BALF),Lung,Natural killer & T cells,MT1X,-1.04799432546043,1.62114964630448e-34
Liao M. (BALF),Lung,Natural killer & T cells,FGFBP2,-1.37542446582674,1.02636210406829e-31
Liao M. (BALF),Lung,Natural killer & T cells,CD2,2.05739568540204,1.60847317994984e-29
Liao M. (BALF),Lung,Natural killer & T cells,CCL4,2.12669858670467,2.68766937028856e-29
Liao M. (BALF),Lung,Natural killer & T cells,IFNG,1.5681768546821,3.25517064030722e-27
Liao M. (BALF),Lung,Natural killer & T cells,GPR171,-1.58733726787673,7.09254400329133e-27
Liao M. (BALF),Lung,Natural killer & T cells,KLRC2,-1.30012184146285,7.83215099000721e-27
Liao M. (BALF),Lung,Natural killer & T cells,HMGB2,-1.87388053787494,5.77150541730594e-26
Liao M. (BALF),Lung,Natural killer & T cells,TRDC,1.78673256261432,2.90708312784883e-24
Liao M. (BALF),Lung,Natural killer & T cells,MKI67,-1.3910859464569,8.08262584545396e-21
Liao M. (BALF),Lung,Natural killer & T cells,CD27,-1.05839666434907,8.91062305905892e-17
Liao M. (BALF),Lung,Natural killer & T cells,ASPM,-1.15936158992628,1.19716420436212e-16
Liao M. (BALF),Lung,Natural killer & T cells,TRAC,-1.04543651987131,1.3426940218158e-15
Liao M. (BALF),Lung,Natural killer & T cells,NKG7,2.15925103207334,1.19761492095209e-13
Liao M. (BALF),Lung,Natural killer & T cells,GZMA,2.07039947160975,4.52598036759557e-12
Liao M. (BALF),Lung,Natural killer & T cells,CD7,1.485329661848,5.14707799394431e-11
Liao M. (BALF),Lung,Natural killer & T cells,CCL5,1.51762622715046,0.00191318841132682
Liao M. (BALF),Lung,Plasma cells,IGLV3-19,-28.9808299485419,1.36941917568184e-96
Liao M. (BALF),Lung,Plasma cells,IGHV4-34,-25.1498779611675,2.04342238706142e-52
Liao M. (BALF),Lung,Plasma cells,IGLC3,-22.8259559994329,2.78596610217054e-41
Liao M. (BALF),Lung,Plasma cells,MTRNR2L12,-3.36326821450482,5.96361679076334e-35
Liao M. (BALF),Lung,Plasma cells,MT-ND5,-2.49523706438101,1.77927885171404e-29
Liao M. (BALF),Lung,Plasma cells,IGHG3,8.67381876082533,2.4311372857128e-29
Liao M. (BALF),Lung,Plasma cells,IGKC,18.9877053531729,4.5215099096086e-25
Liao M. (BALF),Lung,Plasma cells,LINC02362,6.4010646223562,4.25443775772162e-23
Liao M. (BALF),Lung,Plasma cells,HSP90B1,-11.2283396615703,1.23452224359913e-22
Liao M. (BALF),Lung,Plasma cells,IGHV4-28,-6.77540386783954,1.03233272882132e-18
Liao M. (BALF),Lung,Plasma cells,IGHG4,-14.5473160246601,2.92345871129217e-18
Liao M. (BALF),Lung,Plasma cells,Z93241.1,5.12616685178543,5.35717475155672e-18
Liao M. (BALF),Lung,Plasma cells,IGLL5,9.29553670641235,2.38227195264362e-17
Liao M. (BALF),Lung,Plasma cells,SDF2L1,-3.57029214764384,1.30795064164409e-16
Liao M. (BALF),Lung,Plasma cells,FCRL5,5.1441072936872,3.52294290931064e-16
Liao M. (BALF),Lung,Plasma cells,IGHM,11.8897050618525,4.28035213661331e-15
Liao M. (BALF),Lung,Plasma cells,IGHG1,-12.4282178757335,1.33999851107141e-14
Liao M. (BALF),Lung,Plasma cells,XBP1,4.44960028175083,4.82887785908344e-13
Liao M. (BALF),Lung,Plasma cells,PIM2,5.0672232463423,2.53057914477007e-12
Liao M. (BALF),Lung,Plasma cells,IGHV3-23,6.82030876367007,6.21975961781177e-12
Liao M. (BALF),Lung,Plasma cells,IGHA1,-6.13688794040482,7.67188632355368e-12
Liao M. (BALF),Lung,Plasma cells,HSPA5,-3.463892581397,7.94540568252031e-12
Liao M. (BALF),Lung,Plasma cells,MT-ND6,-2.53687764304776,1.3543637391835e-10
Liao M. (BALF),Lung,Plasma cells,IGLV3-1,5.34775846935976,1.15127372320003e-09
Liao M. (BALF),Lung,Plasma cells,IGHV3-72,-5.33454565040324,1.20376570730214e-09
Liao M. (BALF),Lung,Plasma cells,TXNDC5,-6.39548269670517,1.24221318744302e-09
Liao M. (BALF),Lung,Plasma cells,RRM2,-4.20926383088805,3.86251003944476e-09
Liao M. (BALF),Lung,Plasma cells,IGHV4-59,4.44551902414965,3.57179248586462e-08
Liao M. (BALF),Lung,Plasma cells,DERL3,-7.19299115382777,1.24416624267412e-07
Liao M. (BALF),Lung,Plasma cells,MYBL2,-4.07162935629613,1.81984048469829e-07
Liao M. (BALF),Lung,Plasma cells,HIST1H2AG,-3.17244470080165,4.42267269040619e-07
Liao M. (BALF),Lung,Plasma cells,MKI67,-2.42888975643923,5.32279178111416e-07
Liao M. (BALF),Lung,Plasma cells,IGHA2,4.8571708866562,6.3090473264357e-07
Liao M. (BALF),Lung,Plasma cells,AC012236.1,4.2072282346359,3.61996108367138e-06
Liao M. (BALF),Lung,Plasma cells,IGLC2,5.66419632345839,4.67165628617705e-06
Liao M. (BALF),Lung,Plasma cells,FKBP11,3.62385546677781,1.79082062015544e-05
Liao M. (BALF),Lung,Plasma cells,PHGDH,-2.81897870935771,3.45752530671873e-05
Liao M. (BALF),Lung,Plasma cells,IGKV4-1,3.98321333816652,0.000104173942857924
Liao M. (BALF),Lung,Plasma cells,CD27,-3.03811752190265,0.000117233740964988
Liao M. (BALF),Lung,Plasma cells,IGKV3-20,3.518927635482,0.000178378478310612
Liao M. (BALF),Lung,Plasma cells,IGLV6-57,3.72298731472402,0.000227128556675284
Liao M. (BALF),Lung,Plasma cells,HIST1H4C,3.76366991559852,0.000246770179634236
Liao M. (BALF),Lung,Plasma cells,IGHV6-1,4.02750570359291,0.000253706444365609
Liao M. (BALF),Lung,Plasma cells,IGHV3-30,4.04181140909732,0.00230269484167381
