Dataset,Tissue,Cell Type,GENE,log2FC,P Value
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),ESCO2,3.94983788365841,1.33726135581201e-19
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),HELLS,2.33580644435151,2.12180742485725e-18
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),IFI27,1.71081756935213,3.68944922179039e-18
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),CLSPN,2.59378529187161,1.14930676740545e-17
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),ISG15,1.92849059503128,3.59555123350883e-17
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),FABP5,-4.99071224446096,1.03803220805226e-16
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),KRT14,3.95428051891493,1.91029911547347e-15
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),PRR11,-4.43053338720851,3.32992737383399e-14
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),NEK2,-3.16655229848222,9.40397568407058e-13
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),MCM10,2.17099810677769,9.24555426636488e-12
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),MYBL2,2.81780123731512,9.80358310534269e-12
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),TUBA1B,2.54900142012103,1.20541612978422e-11
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),TYMS,2.54268368579006,2.05490784198066e-10
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),CXCL14,2.45178818624622,2.75307206210135e-09
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),UBE2C,-6.81028590816327,4.9782269035773e-09
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),MT2A,-3.08352168578512,6.26382970208056e-09
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),ZWINT,1.9628114291313,9.91899147019984e-09
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),LY6D,1.94148897782506,1.71249747096165e-08
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),HIST1H1A,2.22838660412894,3.73904536315229e-08
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),GAS2L3,-3.46658436540614,5.39930573878555e-08
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),ASPM,-5.23968545749253,9.16651955785666e-08
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),KPNA2,2.17500764038292,8.03260993701691e-07
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),ASF1B,1.8197574680791,8.96538116284517e-07
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),KIF2C,-3.32804977335597,1.02563689033708e-06
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),TPX2,-3.38139381617757,1.52130322146391e-06
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),FAM111B,1.75253343642517,1.26382089220236e-05
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),SPC25,2.52252394377855,1.80637797974772e-05
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),HIST1H4C,1.95480348397615,9.45828474789543e-05
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),RRM2,1.72924372173727,0.000205435998486812
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),STMN1,1.80464289259813,0.000429340561310734
Ravindra NG. (Bronchial epithelial cells),Airway,Basal cells(proliferating),NUSAP1,2.14078599185962,0.00301188955116102
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SLC6A8,-0.705025275696864,1.03503776345828e-182
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,TF,-1.55604360129282,6.23231853395628e-147
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,RPS27,-0.666761989668512,1.31771912467645e-133
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,NDRG1,-0.83055359254039,3.97000708921474e-124
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,AL121761.2,-0.986341031004085,3.7490971103545e-118
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,IGFBP5,-1.31889413439335,1.07711972833863e-104
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,GSTA1,1.39022840764454,5.24201810479534e-93
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,CNFN,-0.837777273142648,7.15714767530782e-93
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,IGFBP3,-0.910273786454915,1.14996017548036e-76
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,EPAS1,0.932457132591119,4.19525384232147e-74
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,LY6D,3.71358016939406,4.98070365002529e-71
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,ODC1,1.1460108896353,1.05438991726406e-69
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,scv2-orf1-10,1.18251770113553,6.62301985193781e-66
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,TXNIP,-0.698889775483945,3.04475619285076e-64
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,CLCA2,0.995236544409184,1.00930642003766e-61
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SPRR3,-1.86617657316488,5.84508966365897e-52
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SCGB1A1,-5.24380203536495,5.68033770063042e-50
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,F3,-0.696006563892117,4.53546512348628e-49
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,ATP12A,-0.796498029218989,1.63176111593841e-46
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,KRT5,1.67888474266813,1.08802495554083e-45
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,EDN2,-0.712353341718559,3.59602816392163e-40
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,UNC5B-AS1,-0.671306480795219,2.84766105567845e-39
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,KRT15,0.994033980440199,3.35250680253861e-39
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,S100P,-0.768003203656058,1.67361008519584e-38
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,TM4SF1,-0.757792733564491,1.99667029109594e-37
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,KRT17,0.905136752223587,9.50030290769821e-36
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,AQP3,0.926676137175654,5.73389907130711e-32
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,MT1X,-0.644030147642759,3.0869099094226e-31
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SPINK5,1.74101031492816,2.23314353175092e-28
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SERPINB4,1.3717478484714,5.96847745246707e-28
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,PI3,1.00266876713577,5.01890274275303e-27
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,LCN2,1.18162428382453,7.4192366106304e-26
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,CSTA,-0.654613154844761,5.01982928331877e-20
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SCGB3A1,2.64383268653707,4.51261597450716e-19
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SERPINB3,1.47033196493936,1.37187264747537e-17
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,KRT13,2.81623961433206,2.10921222532916e-15
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,S100A2,1.12052387799029,4.1461935803768e-14
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,S100A8,1.13710251965686,9.78537130662898e-14
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,S100A9,1.98543649121555,1.0898649919628e-13
Ravindra NG. (Bronchial epithelial cells),Airway,BC.Club,SPRR1B,-0.650222981947285,9.86486956530981e-06
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,ADM,-1.01713856258097,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,ANKRD37,-3.53819420351674,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,C4orf3,-1.34557769740737,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,CSTB,-2.02608865098931,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,CTGF,3.1288992101927,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,DUSP1,0.960106540853758,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,ENO2,-0.998247289598141,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,ERO1A,-1.54993024846255,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,FTL,-1.28193197448817,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HILPDA,-2.45164451721204,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HK2,-1.05452147723837,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HMGB2,-0.927685740047427,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HSPA5,-1.39346987155913,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HSPA8,1.30044146583533,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFI27,3.85530683168134,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFI44L,1.42374046100517,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFI6,1.84553247771899,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFIT1,1.55252376811007,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFIT3,1.41913620738963,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFITM3,1.00640701692481,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IGFBP3,-2.70575983750096,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IGFBP5,-1.86622320697286,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,INSIG1,-1.09952072862859,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,ISG15,2.77905984007242,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,JUN,1.17135347802944,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,KRT16,-1.55170337744889,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,LDHA,-1.60624734161655,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,MKNK2,-0.954810169201333,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,MSMO1,-1.29021933875295,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,MT1X,-2.75566673425867,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,MX1,1.44733559866378,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,MX2,1.03546264032098,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,MXD1,-1.1083260774255,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,NDRG1,-2.16493246716164,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,NEAT1,-1.77531253903247,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,NMB,-1.34140657439483,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,OAS2,1.07272771933816,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,P4HA1,-1.30853642472936,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,PTHLH,-0.932496922024995,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,RAB11FIP1,-1.12453233072778,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,RHOB,0.933406641605531,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,S100P,-2.2384216584949,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SLC2A1,-1.92786899805079,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SLC6A8,-1.57969832120442,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,TUBA1A,5.05592372733341,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,TUBB4B,4.40305532690659,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,VEGFA,-0.921140285650121,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,WDR45B,-1.05563451679109,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,XAF1,0.954878780296406,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,scv2-orf1-10,8.40746744348773,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,NUPR1,-1.06013297222979,7.8405e-319
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HSPA1B,-1.21755764935478,7.7416528047e-314
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,PLEKHS1,0.970855132612904,3.80099648310366e-299
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,CYR61,1.09639169427714,5.5188663380374e-290
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,ATF3,1.01626733736564,1.03146630617119e-287
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,RRAD,2.35805543803489,9.45424937503994e-285
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,DNAJB1,-0.933659795598673,1.18275720373479e-273
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,FTH1,-0.904250152401267,2.78592864734288e-264
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,RSAD2,1.07963447670755,1.72981129630109e-254
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,BASP1,1.25118984893848,1.69225000720748e-249
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,CIB1,-0.936456738519014,2.35459704367995e-249
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HSPA1A,-1.67314819624106,1.01488024469413e-246
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SAXO2,1.21774326376612,2.69430503689493e-246
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,RSPH4A,1.19121300920301,4.08539261452114e-238
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,GDF15,-1.3182708648214,1.44949032053268e-236
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,LCN2,2.18386831857943,5.13608272746298e-226
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,TFF3,-1.4788440619722,2.0295215712407e-207
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,CRYAB,-1.28805733143982,1.85790558303725e-190
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFIT2,1.5570333280376,1.77617401600654e-188
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,CLDN3,-1.21171484044429,1.06353298991282e-182
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IFT57,0.97719041310672,1.29228903669318e-175
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,CCDC78,0.933898980743021,3.13588391181789e-171
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,DTHD1,1.09894402819147,1.50095647965036e-170
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SLC34A2,1.03868873137298,1.28113115313437e-155
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,MSMB,1.29849957293827,1.04895329452331e-151
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SCGB3A1,2.49595055558059,2.56469523188332e-142
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SYNE1,0.944133405686904,5.0534647609404e-141
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,IGFBP7,1.75359825386144,1.26485326470935e-134
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,LYPD2,1.11285127660192,4.53820952736017e-112
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,C9orf24,1.08878957572473,9.41154493345118e-112
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,AC007906.2,1.26657955995262,5.38145242542164e-107
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,RP1,0.955225139678082,2.65956720723704e-102
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,HSPA6,-1.20406281955912,8.85924848539261e-98
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,BPIFB1,0.934635429745598,3.06309735842056e-95
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,GSTA2,-1.24407006335779,1.8307840140668e-87
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SAA1,2.23948562784116,1.4972175760194e-74
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,OMG,1.22719557718604,6.27478335397719e-68
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,PIFO,-0.975141096541716,1.28990322890226e-60
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SAA2,1.94136104143299,4.44060366850837e-59
Ravindra NG. (Bronchial epithelial cells),Airway,Ciliated cells,SCGB1A1,-0.935067864509207,2.56897149169477e-35
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,CSTB,-2.57611217689999,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,IGFBP3,-4.03588348139919,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,IGFBP5,-4.70220789484682,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,PTHLH,-1.62023662912027,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,SLC2A1,-1.39751242465209,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,SLC6A8,-2.57382684368771,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,TFF3,-8.36031070877584,0.0
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,NDRG1,-1.68363769418331,2.37e-321
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,NMB,-2.56120683669202,1.1069e-319
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,S100P,-3.41391434053292,1.51131e-318
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,ERO1A,-1.52251441074664,9.58784415097327e-302
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,LDHA,-1.35611697046363,4.10590656010111e-258
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,MT1X,-2.45528283574169,9.15720617902323e-256
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,SCGB1A1,-18.3605928393731,1.99016705785927e-211
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,LY6E,1.51457196279191,4.6985962996032e-211
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,LINC01559,-1.58657643244049,1.07434957704096e-200
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,IFITM3,1.90880144925958,6.14343954367835e-198
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,IFI27,3.55983360569246,7.15219324317406e-198
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,TF,-1.52493734885704,1.0234022007196e-191
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,TNFSF10,1.53922755039557,5.87750001235596e-180
Ravindra NG. (Bronchial epithelial cells),Airway,Club cells,EDN2,-1.74249895569381,2.25551835471285e-171
